Descripcion;Colección;Prefijo_Coleccion;Codigo_Producto;SKU;Foto_Comodin_Coleccion;Foto_Real_Codigo_Producto;Precio_EUR;Precio_COP;Multiplicador
;GAROFANO IMOLA;GI;107;GI107;Garofano_Imola.png;107.jpg;EUR 176,00;COP 2.217.600;
;GAROFANO TIFFANY;GT;107;GT107;Garofano_Tiffany.png;107.jpg;EUR 176,00;COP 2.217.600;
;GAROFANO ROSA;GP;107;GP107;Garofano_Rosa.png;107.jpg;EUR 176,00;COP 2.217.600;
;GAROFANO LAVI;GL;107;GL107;Garofano_Lavi.png;107.jpg;EUR 176,00;COP 2.217.600;
;ROSSO E ORO;GRG;107;GRG107;Rosso_E_Oro.png;107.jpg;EUR 193,60;COP 2.439.360;
;AVORIO E ORO;GIG;107;GIG107;Avorio_E_Oro.png;107.jpg;EUR 193,60;COP 2.439.360;
Sugar bowl - 8 cm;GIALLO FIORE;GF;101;GF101;Giallo_Fiore.png;101.jpg;EUR 41,84;COP 527.184;
;BIANCO FIORE;BF;101;BF101;Bianco_Fiore.png;101.jpg;EUR 41,84;COP 527.184;
;MAZZETTO;MZ;101;MZ101;Mazzetto.png;101.jpg;EUR 51,22;COP 645.322;
;GAROFANO BLU;GB;101;GB101;Garofano_Blu.png;101.jpg;EUR 55,54;COP 699.854;
;GAROFANO IMOLA;GI;101;GI101;Garofano_Imola.png;101.jpg;EUR 63,47;COP 799.747;
;GAROFANO TIFFANY;GT;101;GT101;Garofano_Tiffany.png;101.jpg;EUR 63,47;COP 799.747;
;GAROFANO ROSA;GP;101;GP101;Garofano_Rosa.png;101.jpg;EUR 63,47;COP 799.747;
;GAROFANO LAVI;GL;101;GL101;Garofano_Lavi.png;101.jpg;EUR 63,47;COP 799.747;
;ROSSO E ORO;GRG;101;GRG101;Rosso_E_Oro.png;101.jpg;EUR 69,82;COP 879.722;
;AVORIO E ORO;GIG;101;GIG101;Avorio_E_Oro.png;101.jpg;EUR 69,82;COP 879.722;
Sugar bowl - 9 cm;GIALLO FIORE;GF;102;GF102;Giallo_Fiore.png;102.jpg;EUR 45,44;COP 572.544;
;BIANCO FIORE;BF;102;BF102;Bianco_Fiore.png;102.jpg;EUR 45,44;COP 572.544;
;MAZZETTO;MZ;102;MZ102;Mazzetto.png;102.jpg;EUR 55,54;COP 699.854;
;GAROFANO BLU;GB;102;GB102;Garofano_Blu.png;102.jpg;EUR 59,87;COP 754.387;
;GAROFANO IMOLA;GI;102;GI102;Garofano_Imola.png;102.jpg;EUR 70,69;COP 890.669;
;GAROFANO TIFFANY;GT;102;GT102;Garofano_Tiffany.png;102.jpg;EUR 70,69;COP 890.669;
;GAROFANO ROSA;GP;102;GP102;Garofano_Rosa.png;102.jpg;EUR 70,69;COP 890.669;
;GAROFANO LAVI;GL;102;GL102;Garofano_Lavi.png;102.jpg;EUR 70,69;COP 890.669;
;ROSSO E ORO;GRG;102;GRG102;Rosso_E_Oro.png;102.jpg;EUR 77,76;COP 979.736;
;AVORIO E ORO;GIG;102;GIG102;Avorio_E_Oro.png;102.jpg;EUR 77,76;COP 979.736;
Sugar bowl - 11 cm;GIALLO FIORE;GF;103;GF103;Giallo_Fiore.png;103.jpg;EUR 52,66;COP 663.466;
;BIANCO FIORE;BF;103;BF103;Bianco_Fiore.png;103.jpg;EUR 52,66;COP 663.466;
;MAZZETTO;MZ;103;MZ103;Mazzetto.png;103.jpg;EUR 62,03;COP 781.603;
;GAROFANO BLU;GB;103;GB103;Garofano_Blu.png;103.jpg;EUR 67,08;COP 845.208;
;GAROFANO IMOLA;GI;103;GI103;Garofano_Imola.png;103.jpg;EUR 79,34;COP 999.734;
;GAROFANO TIFFANY;GT;103;GT103;Garofano_Tiffany.png;103.jpg;EUR 79,34;COP 999.734;
;GAROFANO ROSA;GP;103;GP103;Garofano_Rosa.png;103.jpg;EUR 79,34;COP 999.734;
;GAROFANO LAVI;GL;103;GL103;Garofano_Lavi.png;103.jpg;EUR 79,34;COP 999.734;
;ROSSO E ORO;GRG;103;GRG103;Rosso_E_Oro.png;103.jpg;EUR 87,28;COP 1.099.708;
;AVORIO E ORO;GIG;103;GIG103;Avorio_E_Oro.png;103.jpg;EUR 87,28;COP 1.099.708;
Soup serving bowl x 2;GIALLO FIORE;GF;104;GF104;Giallo_Fiore.png;104.jpg;EUR 132,00;COP 1.663.200;
;BIANCO FIORE;BF;104;BF104;Bianco_Fiore.png;104.jpg;EUR 132,00;COP 1.663.200;
;MAZZETTO;MZ;104;MZ104;Mazzetto.png;104.jpg;EUR 141,38;COP 1.781.338;
;GAROFANO BLU;GB;104;GB104;Garofano_Blu.png;104.jpg;EUR 158,69;COP 1.999.469;
;GAROFANO IMOLA;GI;104;GI104;Garofano_Imola.png;104.jpg;EUR 172,39;COP 2.172.139;
;GAROFANO TIFFANY;GT;104;GT104;Garofano_Tiffany.png;104.jpg;EUR 172,39;COP 2.172.139;
;GAROFANO ROSA;GP;104;GP104;Garofano_Rosa.png;104.jpg;EUR 172,39;COP 2.172.139;
;GAROFANO LAVI;GL;104;GL104;Garofano_Lavi.png;104.jpg;EUR 172,39;COP 2.172.139;
;ROSSO E ORO;GRG;104;GRG104;Rosso_E_Oro.png;104.jpg;EUR 189,63;COP 2.389.353;
;AVORIO E ORO;GIG;104;GIG104;Avorio_E_Oro.png;104.jpg;EUR 189,63;COP 2.389.353;
Soup serving bowl x 6;GIALLO FIORE;GF;105;GF105;Giallo_Fiore.png;105.jpg;EUR 165,18;COP 2.081.318;
;BIANCO FIORE;BF;105;BF105;Bianco_Fiore.png;105.jpg;EUR 165,18;COP 2.081.318;
;MAZZETTO;MZ;105;MZ105;Mazzetto.png;105.jpg;EUR 173,84;COP 2.190.384;
;GAROFANO BLU;GB;105;GB105;Garofano_Blu.png;105.jpg;EUR 196,20;COP 2.472.120;
;GAROFANO IMOLA;GI;105;GI105;Garofano_Imola.png;105.jpg;EUR 217,84;COP 2.744.784;
;GAROFANO TIFFANY;GT;105;GT105;Garofano_Tiffany.png;105.jpg;EUR 217,84;COP 2.744.784;
;GAROFANO ROSA;GP;105;GP105;Garofano_Rosa.png;105.jpg;EUR 217,84;COP 2.744.784;
;GAROFANO LAVI;GL;105;GL105;Garofano_Lavi.png;105.jpg;EUR 217,84;COP 2.744.784;
;ROSSO E ORO;GRG;105;GRG105;Rosso_E_Oro.png;105.jpg;EUR 239,62;COP 3.019.262;
;AVORIO E ORO;GIG;105;GIG105;Avorio_E_Oro.png;105.jpg;EUR 239,62;COP 3.019.262;
Soup serving bowl x 12;GIALLO FIORE;GF;106;GF106;Giallo_Fiore.png;106.jpg;EUR 197,64;COP 2.490.264;
;BIANCO FIORE;BF;106;BF106;Bianco_Fiore.png;106.jpg;EUR 197,64;COP 2.490.264;
;MAZZETTO;MZ;106;MZ106;Mazzetto.png;106.jpg;EUR 207,02;COP 2.608.402;
;GAROFANO BLU;GB;106;GB106;Garofano_Blu.png;106.jpg;EUR 224,33;COP 2.826.533;
;GAROFANO IMOLA;GI;106;GI106;Garofano_Imola.png;106.jpg;EUR 259,67;COP 3.271.867;
;GAROFANO TIFFANY;GT;106;GT106;Garofano_Tiffany.png;106.jpg;EUR 259,67;COP 3.271.867;
;GAROFANO ROSA;GP;106;GP106;Garofano_Rosa.png;106.jpg;EUR 259,67;COP 3.271.867;
;GAROFANO LAVI;GL;106;GL106;Garofano_Lavi.png;106.jpg;EUR 259,67;COP 3.271.867;
;ROSSO E ORO;GRG;106;GRG106;Rosso_E_Oro.png;106.jpg;EUR 285,64;COP 3.599.054;
;AVORIO E ORO;GIG;106;GIG106;Avorio_E_Oro.png;106.jpg;EUR 285,64;COP 3.599.054;
